job_title,company,location,job_summary,post_date,more_info,salary,job_url
Mobile App Lead Developer -iOS,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","


Aufgaben 




Job Description:  Designing and building mobile applications for Apple’s iOS platform.  Collaborating with the design team to define app features.  Ensuring quality and performance of the application to specifications.  Identifying potential problems and resolving application bottlenecks.  Fixing application bugs before the final release.  Publishing application on App Store.  Maintaining the code and atomization of the application.  Designing and implementing application updates 






Qualifikationen 




Qualification:  Proficient in Objective-C, Swift 4.X, and Cocoa Touch.  Extensive experience with iOS Frameworks such as Core Data and Core Animation.  Knowledge of iOS back-end services.  Knowledge of Apple’s design principles and application interface guidelines.  Proficient in code versioning tools including Git.  Knowledge of C-based libraries.  Familiarity with push notifications, APIs, and cloud messaging.  Experience with continuous integration ,Fastlane ,Jenkins  Experience with third-party libraries and APIs  Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies  Solid understanding of the full mobile development life cycle  Proven experience as an app developer.




",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=c97ffb1f43f13eb0&fccid=b25343f021fb51d7&vjs=3
Flutter Mobile App Developer,Tradelab Technologies,"Bengaluru, Karnataka","

at Tradelab
Bangalore




 We are looking for tech aficionados who are efficient developers and have an innate passion for developing sleek applications. We need motivated individuals who are adept at coding and designing complex interfaces. 




Salary Range: ₹ As per industry standards 
Experience: Minimum 2 years of Experience 




What We'll Need:

Must have Worked with Flutter / Android Application Development. 
Excellent Ability to Develop & Understand Algorithms, Strong Knowledge in Restful Web Services. 
Experience in Interacting with Web Services from the Flutter Mobile Platform.
Experience with Offline Storage, Threading, and Performance Tuning.
Strong Knowledge in Push Notifications.
Have published one or more mobile apps in Google Play or App Store.
Experience with third-party libraries and APIs.
Experience working in an agile development process.
Proficient in using version control and continuous integration, with tools such as Git and Jenkins.
A knack for benchmarking and optimization. 
Strong understanding App design principles and interface guidelines.
Diagnose and fix bugs and performance bottlenecks for performance that feels native.
Maintain code and write automated tests to ensure the product is of the highest quality.
Ability to understand business requirements and translate them into technical requirements.
Must have Analytical, Problem Solving, and Decision Making Skills. 
Should have Knowledge On Client Requirements Analysis.
Experience launching and managing the production of mobile apps.





Qualifications:
Bachelor’s Degree or related in Computer Science.



",PostedPosted 9 days ago,,,https://www.indeed.com/rc/clk?jk=2b8f3d4db51019d3&fccid=0cdb88d63df34374&vjs=3
Android /Mobile Developer,Marquistech,"Noida, Uttar Pradesh","




Job Category: Engineering 
    

Job Sub Category: IT Software Telecommunications 
    

Job Type: Full Time 
    

Job Location: Noida(IND) 
    

Designation: Android /Mobile Developer 
    

Experience: 1-2 Years 
    

Education: Bachelors or Master’s in Engineering (Electronics and Telecommunications or Computer Science or Information Technology or related subjects) 
    











Contact Email id: hr@marquistech.com
 Job Description:
 Skill-Set :

Android SDK


Core java


Kotlin


MVVM Architecture


View Model


Live Data


Framework Development


SQL LITE Data Base


Work Manger


Services


Intent


Intent Service


Broadcast Receiver

 Should Knowledge In :

Work manager


Firebase Real-time Database


MVVM Architecture


Bluetooth Adapter


Telephony Manager


Telephony Services


Alarm Manger


Battery Manager


Messaging Services

 Join Time : In month








",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=528dba9fe1b5e0ab&fccid=5d3c8219192daca9&vjs=3
Mobile Application Developer,Infotechsolz,"Kolkata, West Bengal","
Primary expertise:

C, C++ and java
Mobile platform API like Apple iOS, Android
HTML 5 and CSS

Secondary expertise:

Javascript
Database

Desired Candidate Profile:

1+ years of experience.
Must have ability to work autonomously.
Excellent communication skills.
Ability to understand practical applications of project.

Salary: 2.5L-5L per Annum
 Industry: IT-Software / Web Services
 Functional Area: Mobile Application Design and Development
 Role Category: Programming
 Employment Type: Permanent Job, Full Time
",PostedPosted 30+ days ago,"₹2,50,000 - ₹5,00,000 a yearRegular / Permanent +1","₹2,50,000 - ₹5,00,000 a year",https://www.indeed.com/rc/clk?jk=b8c5fd5b76c74735&fccid=88b08b58edf2ba3f&vjs=3
Mobile Developer,Amicus Technology,Remote,"

ROLES AND RESPONSIBILITY

Design, build and deploy applications for Apple devices (iOS or OS X) 
Collaborate with cross-functional teams to define, design, and develop new features 
Identify and resolve bottlenecks or bugs to ensure seamless application performance
Publish applications on App Store and maintain documentation
Maintain and update iOS applications based on technical requirements

MINIMUM REQUIREMENTS

Bachelor’s/Master’s degree in Engineering, Computer Science, IT (or equivalent experience)
At least 3+ years of iOS application development experience




Hands-on experience with Objective-C and Swift
Experience working with third-party libraries and API integration
Working knowledge of Apple's Xcode IDE
Understanding of UI design with a user-oriented focus
Solid understanding of iOS frameworks such as Core Data and Core Animation
Knowledge of Apple’s latest design principles and interface guidelines

EDUCATION

15 Years full time education

WORK LOCATION

Remote working option available



",PostedPosted 17 days ago,Full-time,,https://www.indeed.com/rc/clk?jk=5991a30f1d288c01&fccid=81b37c42fd6e317d&vjs=3
Mobile App Developer,Atri Business Solutions,"Visakhapatnam, Andhra Pradesh","
AtriBiz is looking for trainee - Mobile App Developement with knowledge in Android Studio, framework, Prototyping.
Exposure to Webdesign (HTML5, CSS3, JQUERY, PHOTOSHOP, ILLUSTRATOR) would be a added advantage.



Please apply to the
info@atribiz.com
",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=5a244348c64ae45b&fccid=24cac94c4437f224&vjs=3
Mobile Developer,Isthara,"Hyderabad, Telangana","Experience collaborating with multidisciplinary product teams (research, product management, program management, engineering, etc) on technical implementation, and software experiences.We are looking to expand our team for our up and upcoming mobile projects. 


Interactive application development using Flutter SDK for mobile or web
 Working experience in DART programming language
 Usage of material design or Cupertino for UI design
 Must have built at least one Android, iOS, apps with Flutter or Hybrid Framework.
 Familiarity with software engineering best practices.
 Learning agility and proactive in learning new technologies.
 Usage of development tools like Flutter inspector, Timeline etc
 Usage of DART Analyzer for static code analysis
 Usage of Firebase cloud or REST APIs.
 Native Language : Swift or Java/Kotlin



0 - 2 Year experience in building mobile
 No Degree Required



Develop cutting edge UI/UX applications in Mobile / Web
 Work closely with designer/product manager to understand the requirements, come up with solutions.
 Unit-test code for robustness, including edge cases, usability, and general reliability
 Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
 According to the design code, write technical documentation.



Interactive application development using Flutter SDK for mobile or web
 Working experience in DART programming language
 Usage of material design or Cupertino for UI design
 Must have built at least one Android, iOS, apps with Flutter or Hybrid Framework.
 Familiarity with software engineering best practices.
 Learning agility and proactive in learning new technologies.
 Usage of development tools like Flutter inspector, Timeline etc
 Usage of DART Analyzer for static code analysis
 Usage of Firebase cloud or REST APIs.
 Native Language : Swift or Java/Kotlin
",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=519fc5a5a1ed4403&fccid=840f351ed464858e&vjs=3
Android Developer,Infosys Limited,"Pune, Maharashtra+1 location","Responsibilities
 A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! 
Additional Responsibilities:
 • Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate 

Technical and Professional Requirements: • Primary skills:Android,Mobile Development Platform->Android
Preferred Skills:
 Mobile Development Platform->Android,Android 
Educational Requirements
 Master Of Comp. Applications,Master Of Science,Master Of Engineering,Master Of Technology,Bachelor Of Comp. Applications,Bachelor Of Technology,Bachelor of Engineering",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=6eb2d7635afc1223&fccid=c67533a523c83a4c&vjs=3
IO Mobile Developer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","


Aufgaben 





      Experience 5 to 8 years. 
      


Experience in iOS and Android application development. 
Extensive programming skills in Objective C, Swift. 
Experience in software design and development for iOS and Android. 
Knowledge in version controls Git, SVN. 
Knowledge in databases MySQL, SQLite. 
Knowledge in the new iOS programming language Swift 5.0 and iOS 14. 
Knowledge in the latest mobile application development framework Flutter. 
Good Experienced in development tools Android Studio, X Code, VS Code 
Good experience in Node JS, Cocoapods, Brew 
Good experience in API configuration and calls. 
Exposure to frameworks Cocoa Touch, Ionic, Cordova, Flutter 








Qualifikationen 




Experience 5 to 8 years.  Good Communication skills, Analytical skills




",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=08171dc4f49c823c&fccid=b25343f021fb51d7&vjs=3
Mobile App Developer,Web Infotech Solutions,"Kolkata, West Bengal","



We need experienced android mobile app developer who has vast working knowledge in this field.  Experience : Minimum 1 Year.  Skills : Android Development.  Job Location : Kolkata.  Joining : Immediate.



",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=49eaa0219fc71115&fccid=e6a54da1370fe74f&vjs=3
Mobile Apps Developer,VMR Vision,"Dehra Dun, Uttarakhand","

  Vacancies : 0
   Qualification : - MCA / BTech.
   Vmr Vision currently have no openings for Mobile Application Developers.
 

",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=db64ea08ed3cdead&fccid=e63e97d154800297&vjs=3
UI Developer (Mobile/ web developer),forstaffing india,"Delhi, Delhi","
Description

Designation: Angular.js Sr. Developer 
Job Location: Delhi
 Reporting To: Tech. Lead
 Vacancy: 5
 Cab- No Working Days: 5 Shift: Day shift job
 Experience: 3-4 years


 Required Skills:

HTML5 : At least 2 years of experience in live projects.
CSS3: At least 2 years of experience in live projects.
Javascript / jQuery / Angular: At least 2 years of experience with Javascript. Knowledge of jQuery / Angular is a bonus.
At least worked on 4 responsive web design projects.
Knowledge of UX principles and best practices.
Knowledge of Mobile development with at least 2 significant projects completed.
Knowledge of full stack web development.

YOU SHOULD BE ABLE TO

Use all the three core technologies viz. HTML5, CSS3, Javscript and Responsive Web Design patterns to implement world class web interfaces.
Be able to proactively look out for potential issues so as to minimize customer impact.
Be able to make quick alterations to customer facing pages as soon as need for changes are brought to notice.
Be able to write code that is standards compliant, browser independent, device and operating systems compatible, well documented and meets coding standards.



",PostedPosted 30+ days ago,Full-timeDay shift,,https://www.indeed.com/rc/clk?jk=ca5820fe92c61e62&fccid=3e093dcca6523ac0&vjs=3
Mobile App Developer,Intouch Quality Services,"Delhi, Delhi","




Qualification - Any Graduate
Key Skill - Ionic / Flutter 
Experience - 2+ Year
Work Location - Delhi / Dehradun




",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=ee87643141b19f5a&fccid=83fc85e4507e4782&vjs=3
Mobile Application Developer,Kanalytics,"Mumbai, Maharashtra","


Support the entire application lifecycle (concept, design, test, release, and support)
 Produce fully functional mobile applications writing clean codes
 Gather specific requirements and suggest solutions
 Write unit and UI tests to identify malfunctions
 Troubleshoot and debug to optimize performance
 Design interfaces to improve user experience
 Liaise with Product development team to plan new features
 Ensure new and legacy applications meet quality standards
 Research and suggest new mobile products, applications, and protocols
 Stay up to date with new technology trends

 Requirements

 Proven 2 – 5 years of work experience as a Mobile developer
 Demonstrable portfolio of released applications on the App store or the Android market
 Expert in Ionic framework and Angular JS
 Experience in hybrid mobile application development (android/ iOS – preferred)
 Experience with iOS platform (apps for iPhone and iPad)
 Experience on technologies like SQLite, MongoDB
 Experience with Html5, CSS3 or Cordova is a plus
 Experience with third-party libraries and APIs
 Familiarity with OOP design principles
 Excellent analytical skills with a good problem-solving attitude
 Ability to perform in a team environment

 MCA / B. E or relevant field


 send your resume to
hr@kanalytics.in

",PostedPosted 1 day ago,,,https://www.indeed.com/rc/clk?jk=5f84d0082336f6c1&fccid=f05db4f03b318dfb&vjs=3
Mobile Developer 2,Cleartax,"Bengaluru, Karnataka","

Software Engineer - Mobile
 Cross-Platform Mobile developer
 ClearTax is on a journey to become a mobile-first company. The transformation from
 100% web to 50% mobile by 2021-22 will also be complemented with the transformation of
 ClearTax. We are a fast-growing start-up of smart, ambitious, hard-working individuals whose
 singular vision is to Simplify Financial Lives in India. We are a technology company whose
 products include:

The largest income-tax return filing platform for consumers and CAs in India – this is our

 flagship product where our journey really began.

The largest platform for business and CA firms to do their GST compliance in India, with users

 ranging from small businesses to large publicly listed enterprises.

A fast-growing investment platform for mutual fund investments.
And more financial services, TDS, business intelligence & reporting, billing, etc.

 We will touch & simplify the financial lives of millions of Indians and businesses along the way
 and transform the way Indians manage their finances.
 In order to fulfill these objectives, we are looking for cross-platform mobile developers who have
 the passion to build great mobile apps and utilize the available tools and technologies in the
 best possible manner. You will work with our talented engineers to design and build the next
 generation of our mobile apps.
 Role & Responsibilities
 ClearTax is looking to increase its mobile presence across different consumer and enterprise
 products. Our current objective is to focus on rich product experiences for mobile – both for our
 existing product lines and new products in the pipeline.
 As an early member of our mobile team, you will be responsible for:

Developing high quality native mobile experiences for our products – with a focus on UI/UX,

 simplifying complex use cases so that a non-expert can succeed

You will have the opportunity to work on both B2B and B2C applications
You’ll be partnering with design, product and user research teams to build world class

 applications.

You’ll be working in a highly collaborative work environment with high degree of ownership

 and continuous feedback.

You will have to focus on solving interesting tech problems: offline & sync use cases, real time

 collaboration features, A/B testing, etc

 What we are looking for

3+ years of Android experience
Strong communication skills, verbal and written.
Should have worked with more than one platform, including one mobile platform: android

 / iOS / react-native / flutter / Backend / Web etc. (RN + Native experience preferred)

Have a product mindset, can work with cross-functional teams to identify requirements

 and convert them to tech specs and action plans

Aware about mobile capabilities (location, camera, contacts, SMS etc.) and how to utilize

 them to deliver user delight

Have great learning appetite and ready to experiment with new technologies



",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=adc452770d67660f&fccid=f2b55c7686645a88&vjs=3
Mobile Application Developer,CarSake,"Industrial Area, Rajasthan","requirements 

 Good knowledge of PhoneGap, Android/IOS. 

 Basic knowledge of HTML, CSS, JAVASCRIPT & PHP. 

 For Backend MySql/ MS Sql. 

 Having 1-2 years experience in Android/IOS. 
Having Good Communication Skills. 

 benefits 

 Good Salary in hand. 
Better work environment. 

 Apply Now",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=aee5067d164e716f&fccid=87c88d0c95884f25&vjs=3
Mobile App Developer,Commud Networks,"Bengaluru, Karnataka","

  We are looking for a passionate software developer who is excited about technologies used to develop mobile applications, loves to use his/her developed applications, cares about user's pain and usage context perspective, celebrates user's wow moments.
  
 Do you have such a passion? Then come and influence our exciting journey...
  
 In addition we look for a person:
  

 Having 3 to 4 years of experience in mobile application development. 
 Good at developing apps for iPhone / Android with HTML, CSS and JavaScript. 
 Good at developing native apps for iPhone / Android.
 Can implement pixel perfect graphical design with performance in mind.
 Open for constructive criticism and a team player.
 Comfortable working in a high energy start-up culture.



",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=0d2d73a527c0c412&fccid=2dff79acb58b3253&vjs=3
Web & Mobile Developers,Clustrex,"Chennai, Tamil Nadu","
Experience : 0-6 years. BE Computer Science/IT/ECE Platforms like Python/Flask/Django (OR) Java (OR) NodeJS (OR) PHP/Laravel/Drupal Database design and Postgresql/MySQL, MongoDBAWS, Docker, GIT, Javascript, Tableau Frontend - HTML, CSS, Javascript, ReactJS, ReactNative, iOS, Android, Responsive Web development. Must be hands on. Good communication skills are a must.

",PostedPosted 11 days ago,,,https://www.indeed.com/rc/clk?jk=071f8b84188d6a80&fccid=1ba87db31c20e8e5&vjs=3
Mobile App Developer,Tecnotree,"Bengaluru, Karnataka","


   Job Description
  


We are looking for a mobile developer interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams responsible for other layers of the product infrastructure. Building a product is a highly collaborative effort, and as such, a strong team player with a commitment to perfection is required.

 Strong hands on experience on React Native
 Understanding of REST APIs

 Knowledge of the open-source Android ecosystem and the libraries available for common tasks.
 Ability to write well-documented, clean JavaScript code
 Firm grasp of the JavaScript and TypeScript or Clojure Script language and its nuances, including ES6+ syntax
 Proven work experience as a Mobile developer
 Demonstrable portfolio of released applications on the App store or the Android market
 In-depth knowledge of at least one programming language like React Native
 Experience with third-party libraries and APIs
 Familiarity with OOP design principles
 Excellent analytical skills with a good problem-solving attitude
 Ability to perform in a team environment

 1.Discussing the client’s requirements and the proposed solution with colleagues
 2.Developing application programming interfaces (APIs) to support mobile functionality
 3.Keeping up to date with the terminology, concepts and best practices for coding mobile apps
 4.Using and adapting existing web applications for apps

    5.Working closely with colleagues to constantly innovate app functionality and design
  





Job ID 16867
 

Job Type Full-time
 

Location Bengaluru
 

Experience 2 - 7 Years
 

Business Unit VE Digital
 

Organization Value Engineering
 

Posted June 22nd 2021
 

Posted By Saadhvi Shekaripuram Maya
 

",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=79b58aae0e1b70f3&fccid=66174281fed22f61&vjs=3
Position for Freshers: Mobile/Web Developer,ArijaSoft,"Hyderabad, Telangana","Interested experinced candidates may email their updated resume to - hrd@arijasoft.com



Position for Freshers: Mobile/Web Developer



Job Profile / Responsibilities:


   1) Responsible for developing Mobile apps for Android Mobile and iPhone .
 

   2) Able to work in team environment.
 

   3) Good problem solving skills, self learning.
 

Job Location: HYDERABAD
 

Educational qualification: BTech(CS/IT/ECE )or MCA
 

Stream / Specialization: BTech(CS/IT/ECE )or MCA
 

Cut Off Criteria (If Any): 65% above through out career,no backlogs;
 

Mandatory skills: Excellent Java programming skills; SQL query programming; Data structures
 


  Interested candidates may email their updated resume to - 
  hrd.arijasoft@gmail.com



Experienced Candidates:


",PostedPosted 28 days ago,Fresher,,https://www.indeed.com/rc/clk?jk=80f002c3974701a8&fccid=ec2632f378ebbd7f&vjs=3
Mobile App Developer,CIS IT Solutions,"Delhi, Delhi","
Vacancies: 03
 Location: NCR / Chandigarh Region
 Engagement: Full-Time
 Job Summary: Seeking motivated, young individuals, who can work as energetic team players. Well versed with latest Mobile App development platforms, approach and practices. Designers with Knowledge of Adobe XD and Figma based UX /UI designs and wireframe experience will be preferred.
 Responsibilities:

Can write well designed, thematic mobile layouts
Create guided mobile UX / UI screen mockups using standard material design practices
Create complete user stories with end-to-end formatting and color schemes
Gather and refine specifications and requirements based on technical needs
Follow AGILE design approach
Stay abreast with emerging technologies/industry trends and their applications
Interact with app developers to match the agreed specs

Requirements:

Must have more than one year of work experience on above mentioned tools
Bachelor/Master degree in computer science, engineering, computer application or a graduate
Proven work-experience in mobile / web designing
Understanding of how mobile/web applications work including security, session management, and best design practices
Basic knowledge of App UI Optimization practices
Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse technologies and techniques.

",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=963249e9003449b5&fccid=1c972b790e959675&vjs=3
Mobile Application Developer,NB Healthcare Technologies,"Hyderabad, Telangana","

Job Responsibilities

Design and develop Mobile Applications.
Should be familiar with Mobile Applications best practices.
Participate in technical design sessions providing input on best practices
Ensure that applications systems are developed in a way that complies with architectural/development standards and established methodologies and practices.
Collaborate with Project Management team and other Developers in a consulting environment
Build reusable code and libraries for future use
Ensure technical feasibility of User Interface (UI)/User Experience(UX) designs
Optimize application for maximum speed and scalability while ensuring application security
Perform other duties as required

Mandatory Qualifications

B.E, B.Tech, MCA, M. Tech degree in Computer Science/Engineering.
5+ years of software/system engineering hands-on experience supporting end-to-end release cycles.
3+ years of experience with scripting, automation and configuration management.
3+ years of experience with virtualization and cloud technologies.
Strong hands-on experience on DevOps technologies and best practices: continuous integration, continuous delivery, etc.
Basic knowledge of Test automation is required and ability to integrate to them to continuous integration and continuous delivery.
Experience in building, running and scaling micro-services.
Should be familiar with Azure Cloud Infrastructure Monitoring and Centralized logging framework.
Solid experience of configuration management.
Familiarity with security practices in web application delivery.
In-depth understanding of agile product development.

Preferred Qualifications

HealthCare domain knowledge
Experience with cloud platforms such as Azure or any
Familiarity with server and network configurations.
Profficient in writing complex stored procedures
Database tuning and performance troubleshooting skills


",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=02e6f87b3e357bd5&fccid=a161093846c35216&vjs=3
Mobile application lead developer,Citi,"Pune, Maharashtra","
The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.  Responsibilities:

 Utilize knowledge of applications development procedures and concepts, and basic knowledge of other technical areas to identify and define necessary system enhancements, including using script tools and analyzing/interpreting code
 Consult with users, clients, and other technology groups on issues, and recommend programming solutions, install, and support customer exposure systems
 Apply fundamental knowledge of programming languages for design specifications.
 Analyze applications to identify vulnerabilities and security issues, as well as conduct testing and debugging
 Serve as advisor or coach to new or lower level analysts
 Identify problems, analyze information, and make evaluative judgements to recommend and implement solutions
 Resolve issues by identifying and selecting solutions through the applications of acquired technical experience and guided by precedents
 Has the ability to operate with a limited level of direct supervision. 
Can exercise independence of judgement and autonomy. 
Acts as SME to senior stakeholders and /or other team members.
 Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.

 Qualifications:

 6-9 years of relevant experience in Finance Industry
 Working experience in latest Angular framework, state management, reactive programming, mobile application development
 Experience in latest HTML, SCSS, web technologies
 Ability to manage team of developers and drive work independently
 Intermediate level experience in Applications Development role
 Consistently demonstrates clear and concise written and verbal communication
 Demonstrated problem-solving and decision-making skills
 Ability to work under pressure and manage deadlines or unexpected changes in expectations or requirements

 Education:

 Bachelor’s degree/University degree or equivalent experience


 This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.

 -
 Job Family Group: Technology
  -
 Job Family: Applications Development
  -
 Time Type: Full time
  -
 Citi is an equal opportunity and affirmative action employer.

 Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

 Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

 View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.
 View the EEO Policy Statement.
 View the Pay Transparency Posting
",PostedToday,Full-time,,https://www.indeed.com/rc/clk?jk=a7cd9c3e555ddb16&fccid=5bcd1ef0a7f4fb99&vjs=3
Mobile Developer,BlueSurf Technologies,"Pune, Maharashtra","






Experience:3 Years Qualification:Bachelor’s or master’s degree in computer science / IT / Electronics / Electronics & Telecommunication / Instrumentation KEY SKILLS:Windows, Android , iOS,C# .Net Framework 4.5 & Above,Experience with shell scripting in case Linux. Location:Pune






",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=bde64c3ff90c4fc4&fccid=64bd94e0dc150b9b&vjs=3
Hybrid Mobile Developer,Siemens,"Bengaluru, Karnataka","


Job title: Hybrid Mobile Developer
 Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with its headquarter in Munich, Germany. It has been crafted to unlock the digital future of its clients by offering end-to-end support on their outstanding digitalization journey. Siemens Advanta is a strategic advisor and a trusted implementation partner in digital transformation and industrial IoT with a global network of more than 8000 employees in 10 countries and 21 offices. Highly skilled and authority specialists offer services which range from consulting to craft & prototyping to solution & implementation and operation – everything out of one hand!
 Before our software developers write even a single line of code, they have to understand what drives our customers. What is the environment? What is the user story based on? Implementation means – trying, testing, and improving outcomes until a final solution emerges. Knowledge means exchange – discussions with colleagues from all over the world. Join our Digitalization Technology and Services (DTS) team based in Bangalore and enjoy the freedom to think in completely new categories!
 This is your role. What part will you play?

Development/Maintenance of Software/Apps for Digitalization of Factories
Implement interface requirements as discussed and agreed with relevant partners
Code Review and Drive Testability improvements sought at quality and efficiency
Root cause analysis and bugs correction
Advise and supervise dependencies on other teams, Produce user documentation
Participate on regular status meetings, should possess good
Analytical capabilities, ability to learn quickly and interpersonal skills
Abstraction capability and logical thinking
Social competence: the ability to work in teams and excellent communication skills
Customer-focused behavior, solution-focused, proactive action and initiative

 We don’t need hard workers, just super minds

You must have Qualification: BE / B.Tech / MCA / ME / M.Tech with minimum 3-5 years of Experience in Hybrid Mobile App Development with Cordova and Angular
Very strong experience in Cross platform app development for iOS, Android based on Cordova
Good hands-on experience in web techniques for developing HTML-based apps, like JavaScript, Angular 2+, Typescript, OnsenUI / Ionic
Good knowledge of relational databases in SQL / SQLite
Experience in consuming web services on a mobile device.
Knowledge of current data structures for web-based applications (JSON, XML)
Knowledge in below areas will have higher edge
Version control (GIT, TFS), Continuous Integration tools (Jenkins, GitLab)
Hands on experience on Native Code development for Plugins customization.
Cross platform app development for Windows based on Cordova

 We’ve got quite a lot to offer. How about you?
 This role is in Bangalore, where you’ll get the chance to work with teams impacting entire cities, countries – and the craft of things to come.
 We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.
 Find out more about Siemens at: www.siemens.com/careers
 At Siemens, we are always challenging ourselves to build a better future. We need the most innovative and diverse Digital Minds to develop tomorrow ‘s reality. Find out more about
 Digital world of Siemens here: www.siemens.com/careers/digitalminds
 https://www.siemens-advanta.com/careers


 Organization: Advanta
 Company: Siemens Technology and Services Private Limited
 Experience Level: Experienced Professional
 Full / Part time: Full-time
",PostedPosted 21 days ago,Full-time,,https://www.indeed.com/rc/clk?jk=09a914985c1e39ea&fccid=ea6bb53f0b18b8f2&vjs=3
Mobile Developer,sisnolabs,"Nagpur, Maharashtra","








Mobile Developer




Are you looking for other software jobs? visit job opening page.
















Job Title




Mobile Developer / Android Developer / iOS Developer








Job Type




Full Time Regular












Minimum Qualification




Bachelor’s degree (computer/IT)








Skills




mobile app development
 PHP, NodeJS, Swift, Objective C
 Javascript, ReactJS, AngularJS, ReactNative, Flutter
 CSS3, HTML












Experience




2 years of experience in mobile app development
Experience working in iOS and Android platforms








Description




            We are looking for a highly motivated, skilled mobile app developer in Nagpur city. To be successful in this essential role you must have the mobile app development experience, ability to learn new techniques and share your knowledge in a small team environment. A strong sense of ownership for code quality that follows best practices.
           






































Instructions to submit resume





Provide updated resume with full education and personal details 
Provide project details (if done any) 
Upload resume in doc or pdf format 
Kindly mention all your working experiences 






We expect you to answer below questions





Why do you want to join SISNOLABS? 
Do you have any reference? 
Are you from Nagpur? 
Do you know any past or current team member of SISNOLABS?












",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=280e7cf277f98183&fccid=93f801fd777b87f1&vjs=3
Mobile Application Developer,Infoseek Software Systems,"Lucknow, Uttar Pradesh","
Please email your resumes to

 hrmanager@infoseeksoftwaresystems.com

 Make Sure to write JOB code , followed by years of experience in the Subject line of email.
 Note: Resumes sent on any other email address will land up as spam or junk.




Mobile Application Developer [ Job Code = MA ]

Skills Required :


B.Tech, B.E, MCA, BCA degree in Computer Science or equivalent experience.
2-4 years of application development experience on the iOS or Android platform .
Should be able to design and develop native applications for mobile devices on various operating systems including iOS, Android.
Excellent Written English.

",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=ed8fee02168298df&fccid=8c0f97dd2831904b&vjs=3
