job_title,company,location,job_summary,post_date,more_info,salary,job_url
Ingénieur DevOps - CDI (H/F),ADSTELLAM,33000 Bordeaux,"Déjà 12 000 clients conquis et satisfaits ! Notre recette ? Innover et proposer les meilleurs services à nos clients. Notre ambition, c’est accompagner le restaurateur dans l’ensemble de son métier en lui proposant de nouveaux usages et services.
Véritable innovateur de la digitalisation des restaurants, L’Addition imagine et conçoit les services et usages de demain.
Pour ce faire, côté infrastructure, nous avons travaillé à la création et la mise en œuvre de nos propres solutions basées sur des technologies et des standards de l’Open Source. Nous avons des convictions fortes sur la manière de penser et de concevoir notre infrastructure.
Aujourd’hui, nous développons et maintenons notre propre infrastructure.
Cette dernière est construite autour de plusieurs domaines :
- La gestion de volume massif de données par le biais de notre solution de Sharding ;
- La haute disponibilité et l’orchestration avec Kubernetes ;
- L’automatisation et le provisioning ;
- Le développement d’outils et API internes propres à l’infrastructure ;
- La gestion des opérations courantes.
La feuille de route du service est ambitieuse et nécessite le recrutement de nouveaux collaborateurs. C’est pourquoi nous recherchons un ingénieur DevOps.
Cet ingénieur DevOps pourrait être toi !
En tant qu’ingénieur DevOps, tu devras avoir des connaissances dans une stack technique proche de la notre. Tu as déjà travaillé dans un contexte d’open cloud et tu connais le fonctionnement au moins d’un service provider de type AWS, OVH ou Scaleway.
Aussi, ton œil de lynx, aguerrit et surentraîné te permet de voir le futur de techs de l’orchestration et du déploiement. Pour toi, cette veille est fondamentale dans la réflexion et la conception des feuilles de routes.
Notre stack technique est composée des technologies suivantes :
- ProxySQL, MariaDB ;
- Kubernetes, Traefik, flanel, glusterfs, linkerd, ArgoCD, Gitlab … ;
- Ansible, Terraform ;
- Proxmox ;
- Python pour la partie scripting, NodeJS pour la partie API ;
- Debian Linux de 9 à 11.
Tu participeras activement à la vie du service et tu auras l’opportunité d’intervenir sur l’ensemble des domaines évoquées précédemment autour de projets d’évolutions des composants actuels.
Notre organisation
- Tu seras intégré aux équipes de Bordeaux qui regroupent l’ensemble des profils tech et support de la société
- Nous utilisons des méthodes agiles pour la majorité des développements. Les cycles de développements sont courts et intègrent les bonnes pratiques DevOps
- L’équipe est soudée et bienveillante, ouverte à la rencontre et l’intégration de nouveaux profils.
Profil recherché
- Contrat CDI
- T’investir dans tes projets est une formalité
- Tu adores entreprendre et mener de nouveaux projets
- Rigueur et pragmatisme sont les maîtres mots de tes travaux
L’Addition, c’est :
- Une super ambiance de travail chaleureuse, heureuse et studieuse
- Un vaste bureau au dernier étage de la Bourse Maritime de Bordeaux avec une vue incroyable
- Café & thé à disposition
- Une corbeille de fruits de saison par semaine
- Un grand réfectoire où nous déjeunons ensemble les midis
- Du sport : baby foot, football, tennis de table, pétanques & running ou tout autre sport en plein air sur les quais de Bordeaux
- Une carte Swile pour gérer ses TR ;
- Un comité social et économique fort ;
- Des initiatives RSE ;
- Un séminaire annuel incroyable et féérique
Déroulement des entretiens :
1. Échange avec Charline, notre Responsable des Ressources Humaines
2. Rencontre avec le manager de l’équipe
3. Une série de tests techniques, dont un QCM et un exercice technique
4. Un entretien avec l’équipe infrastructure
Type d'emploi : Temps plein, CDI
Salaire : 30 000,00€ à 45 000,00€ par an
Avantages :

Horaires flexibles
Participation au Transport
Titre-restaurant
Travail à domicile

Programmation :

Du Lundi au Vendredi
Horaires aménageables
Périodes de travail de 8 heures
Repos le week-end
Travail en journée

Types de primes et de gratifications :

Prime annuelle
",EmployerDernière activité : il y a 16 jours,De 30 000 € à 45 000 € par anCDI +1Périodes de travail de 8 heures +4,De 30 000 € à 45 000 € par an,https://www.indeed.com/company/L'addition/jobs/Ing%C3%A9nieur-Devops-d616d82a1dc90152?fccid=f22cd99ecd7e5316&vjs=3
Administrateur DevOps F/H,UTI GROUP,Strasbourg (67),"
Vos missions sont les suivantes : 


Vous intervenez en tant que support des équipes MOE pendant toutes les phases du développement des applications. 


Vous contribuez à la mise en œuvre des pipelines d’automatisation pour le déploiement en collaboration avec les développeurs. 


Vous garantissez la performance optimale de la plateforme et proposez des évolutions techniques et applicatives. 


Vous vous assurez de la mise à disposition des outils nécessaires aux équipes de développement. 


Vous paramétrez les collectes de données de performance. 


Vous déterminez les points de mesure qui doivent faire l’objet d’un suivi rapproché. 


Vous êtes en charge de la gestion du cycle de vie des briques applicatives, des bases de données et de l’usine logicielle. 


Vous automatisez et industrialisez les tâches redondantes 


Vous effectuez un reporting à l’ensemble des équipes avec des tableaux de bord afin de faire apparaitre les tendances de fond en matière de performances. 


Vous paramétrez les outils de supervision et des règles d’alerting.




Votre profil 


Diplômé(e) d’un Bac +5 en Informatique. 


Vous justifiez d’une expérience d’au moins 5 ans sur un poste similaire. 


Vous avez de solides connaissances en administration Linux (RHELL), en architecture systèmes & réseaux ainsi qu’en automatisation (Ansible / Ansible Tower). 


Vous êtes familiarisé(e) avec les Méthodes, pratiques et outils d’administration et de supervision d’une infrastructure (Centreon, Prometheus), 


Vous avez une bonne connaissance en bases de données Oracle. 


Vous avez déjà utilisé un langage de scripting Bash : Python / PHP 


Une connaissance des technologies Cloud serait appréciée. 


Vous avez un bon niveau d’Anglais.




Rejoindre UTIGroup, c’est rejoindre une Société à taille humaine qui investit sur l’accompagnement de ses Consultants, et où la prise de décision est rapide. 
Certifiée ISO 9001/2015, UTIGroup a eu 36 ans en 2022. 
Solidité et transparence financière (notre société est cotée en Bourse depuis plus de 20 ans 
Notation ECO-Vadis exceptionnelle (79/100) : niveau PLATINIUM (RSE, éthique, social et achats responsables) 
UTIGroup respecte les textes internationaux, européens et la législation Française en matière de discrimination.
",PostedAujourd'hui,,,https://www.indeed.com/rc/clk?jk=5274f40b5c06b824&fccid=c4bdfafaae4d7233&vjs=3
DevOps,FORTIL,92200 Neuilly-sur-Seine,"Nos ingénieur(e)s IT pilotent les activités de « Digital Transformation ». Nous prenons actuellement en main des sujets d’envergure dans les domaines de l’Aéronautique, le spatial, le transport, la Startup web, la santé, l’agriculture, ou encore le bancaire. Notre expertise s’applique à faire fluidifier, évoluer et déployer des applications modernes. Que ce soit de mettre en place une chaîne DevOps avec des environnement et un déploiement automatisé, une migration sur le Cloud, une application respectant des design patterns précis, nos projets proposent ce qui se fait de mieux dans l’IT à l’heure actuelle.Env: RIA, RPA, Cyber, IA, OITIntervention: Software Développement, Embarqué, DevOPs, DevSecOps, Infra, IA, Big Data, Cloud Architecte, Solution Architecte
Nos interventions s’articulent autour de problématiques techniques liées aux dimensions :Software DevelopmentEmbedded/IotDevops/integrationInfrastructure / infogeranceData & Artificial intelligenceDigitalisation
Pour accompagner l’équipe, vous êtes capable de prendre le lead sur tout ou partie des responsabilités métiers suivantes :
- Concevoir et formaliser les solutions d'automatisation et de déploiement- Concevoir les outils de reporting- Gérer l'orchestration et la conteneurisation via Kubernetes et Docker- Accompagner les équipes sur les différents projets
Environnement technique :Kubernetes, Terraform, Jenkins, Gitlab CI/CD, AWS CodePipeline, Azure DevOps, AWS, Azure, GCP
Issu(e) d’une formation Bac+5, vous avez une appétence forte pour les projets complexes et la résolution de problématiques. On reconnait votre curiosité et votre culture technique dans le milieu professionnel mais aussi dans le milieu personnel. Vous avez une remise en cause facile et cherchez constamment à vous améliorer.
Vous entreprenez, portez des projets, des engagements. Vous challengez vos méthodes et vos idées pour vous dépasser et atteindre un haut niveau d’excellence. Dans ce contexte, vos moteurs peuvent être techniques, financiers ou humains, vous serez valorisé(e) sur votre performance et/ou celle de votre équipe.
Ce poste est ouvert aux personnes en situation de handicap, des adaptations de poste peuvent facilement être mises en place.
Type d'emploi : Temps plein, CDI
Salaire : à partir de 37 574,48€ par an
Programmation :

Du Lundi au Vendredi

Date de début prévue : 01/09/2022",EmployerDernière activité : il y a 10 jours,À partir de 37 574 € par anCDI +1Du Lundi au Vendredi,À partir de 37 574 € par an,https://www.indeed.com/company/FORTIL/jobs/Devops-51053b6954e21a87?fccid=9b2ef74567603efb&vjs=3
DevOps F/H,Anywr,Lille (59),"
Entreprise fondée il y a plus de trente ans et leader mondial spécialisé dans les équipements de jeu haute performance utilisés par les joueurs professionnels, notre client est implanté dans plusieurs pays : les USA, la France, Singapour et Taïwan. 
Leur site français, situé à Villeneuve d’Ascq, compte 30 collaborateurs dont 15 Développeurs. Cette équipe est elle-même spécialisée en traitement audio et génie logiciel ; et développe la prochaine génération de logiciels audio, combinant technologies de pointe et innovations pour booster l’expérience de jeu des gamers. 
La forte croissance du marché du jeu vidéo et le développement du télétravail sont autant de boosters pour leur activité : Aujourd’hui il doivent renforcer leurs équipes pour pouvoir continuer à satisfaire les demandes de leurs clients ! 
Les gamers-users d’accord, mais et les créateurs en interne ? Notre client s’inscrit dans la mouvance des ambiances start-up américaines : salle de gaming, salle de sport, salle de sieste en sont quelques exemples. Sans oublier un climat social très humain et un package sympa, notamment pour les passionnés ! 
En tant qu’Ingénieur DevOps, vous êtes responsable de l’infrastructure servant une plateforme logicielle. Le candidat idéal a une expérience significative de création et gestion de pipelines CI/CD en utilisant les outils d’Infrastructure as Code. Il sait documenter l’architecture interne tout comme écrire les guides d’utilisation nécessaires aux équipes. Il accorde une importance de premier plan aux problématiques de sécurité et est passionné de technologie.   Durant le 1er mois, vous : 

Vous appréhendez l’architecture de le plateforme et du pipeline CI/CD 
Discutez avec chaque équipe de développement à propos de leur environnement technique, leur périmètre produit, leurs besoins 
Commencerez à améliorer le système d'intégration continue en automatisant davantage d'étapes. 
Commencez à migrer des parties de notre pipeline CI/CD d’un environnement local vers des solutions Cloud. 
Travaillez avec les équipes de développement pour définir un plan de migration. 

Dans les 3 mois, vous : 

Automatisez complétement le process de livraison la plateforme 
Migrez l' infrastructure vers le cloud 
Travaillez avec les ingénieurs pour améliorer l'expérience de développement, particulièrement le temps de build en favorisant la parallèlisation et l’usage de modules pré-compilés. 
Collaborez avec les équipes pour coordonner les mises à jour des outils et de l'environnement de build. 

Dans les 9 mois vous : 

Automatisez la configuration des machines locales de développement comme des apps et serveurs de build dans le cloud. 
Amorcez la fin des serveurs de build locaux. 
Augmenter les possibilités du système de déploiement de nos logiciels (stages rollouts, A/B testing…) 
Evaluez de nouveaux outils, pratiques et process et proposez des orientations pour faire progresser l'environnement de développement, de test, de build, de livraison.




Vous êtes un véritable passionné des technologies logicielles et au-delà de votre niveau de formation, vous avez avant tout : 

Expérience (4 ans minimum) en DevOps. 
Expérience des outils CI/CD tels que Jenkins, TeamCity, Azure DevOps. 
Expérience en gestion d’une Infrastructure as Code avec des outils tels que Terraform 
Expérience avec les plateformes cloud AWS et Azure. 
Expérience du développement logiciel, particulièrement sous Windows. 
Anglais nécessaire pour échanger avec nos collègues de Singapour, Taiwan et USA : la collaboration est le maître mot de notre façon de travailler !




Notre client a pour projet de créer un environnement diversifié. Tout candidat qualifié recevra la même considération peu importe son origine, sa couleur, sa religion, son genre, son orientation sexuelle ou identité de genre, son statut marital, sa citoyenneté, son handicap ou son âge.  L'équipe Observability PaaS construit une plateforme de surveillance tout-en-un pour fournir des tableaux de bord et des capacités d'alerte à nos produits et aux systèmes des clients. 
Anywr, leader en mobilité professionnelle des Talents depuis 2012, recrute, accompagne à l’international, et forme des talents pour les entreprises du monde entier. Nous apportons des réponses innovantes aux talents dans leurs projets de mobilité et de flexibilité professionnelle via un choix unique de solutions juridiques (freelancing, portage salariale, recrutement direct, interim…). Sélectionnée parmi les 120 startups les plus prometteuses de France, nous développons une expertise reconnue dans le recrutement des talents rares sur des secteurs tendus (IT et médical notamment). Avec 16 agences dans 10 pays, Anywr bénéficie d’une présence experte et globale. Déjà plus de 30 000 talents font appel à nos services pour leur changement de vie. Anywr est une entreprise digitale innovante et responsable, engagée dans ses communautés, qui met son expertise et ses solutions au service de projets d’intégration sociale et de la diversité
",PostedAujourd'hui,,,https://www.indeed.com/rc/clk?jk=abea6855fac5a3d9&fccid=fdd3927a139ec9e9&vjs=3
DevOps Kubernetes H/F,Peaks,Aix-en-Provence (13),"Qui sommes-nous? Peaks Méditerranée, partenaire local en conseil et création de solutions numériques innovantes basée à Aix en Provence rayonne dans le sud de la France.Riche de consultants passionnés dans leurs domaines et par les nouvelles technologies, nous accompagnons nos partenaires dans leurs projets digitaux pour co-réaliser leurs défis.« Beyond the Codes » n’est pas qu’un jeu de mots, c’est l’essence même de notre société : engagement sociétal, éco-responsabilité, management humaniste et une passion pour relever les challenges du digital de demain.Nos expertises : Prestation technologique, Conseil en direction de projet & Centre de formation agréé.Vos missions :  Vous accompagnez notre client dans l’adoption des bonnes pratiques DevOps :

Animation d’ateliers avec les équipes de développement et de production.
Évangélisation de l’approche DevOps et mise en place de l’outillage.
L’automatisation des déploiements d’applications et d’infrastructure.

Profil recherché : 

2 ans d'expérience minimum.
Environnement Agile.
Maîtrise de GCP, Kubernetes, Docker et Gitlab CI/CD.
Une expérience sur un projet fromscratch est un plus.

Type d'emploi : CDIStatut : Cadre
Programmation :

Du Lundi au Vendredi
",EmployerDernière activité : il y a 8 jours,CDI +1Du Lundi au Vendredi,,https://www.indeed.com/company/Peaks/jobs/Devops-Kubernetes-910ef39b8b2d4896?fccid=7ba0128ab032a117&vjs=3
Ingénieur DevOps H/F Paris,Audace RH,Paris (75),"










          IT
         





Type d’emploi : CDI





Notre client est une société de logiciels à croissance rapide, qui fournit une plateforme de recherche intelligente. Ils mettent en œuvre leur solution dans le cloud.
 L’entreprise est à la recherche d’ingénieurs DevOps désireux de rejoindre son équipe de cloud nouvellement lancée et de l’aider à construire les infrastructures, les systèmes et les processus critiques qui sous-tendent sa nouvelle opération SaaS. Le poste est à Paris.





Les missions :





En tant qu’ingénieur DevOps au sein de l’équipe Cloud, vous ferez partie d’un environnement en pleine croissance et interagirez de manière transparente avec l’équipe de gestion des produits, l’équipe de développement de base et l’équipe d’ingénieurs Cloud.








          Vous concevrez, construirez, testerez et maintiendrez l'infrastructure, les outils et les pipelines CI/CD pour permettre un développement, un test et un déploiement rapides des différents composants logiciels nécessaires à l'exécution de la solution dans le cloud.
          



          Vous développerez des outils pour déployer et optimiser en continu des infrastructures cloud complexes. Vous utiliserez l'infrastructure en tant que code pour automatiser ce travail autant que possible.
          



          Vous fournirez aux ingénieurs du cloud les systèmes et les outils dont ils ont besoin pour exécuter et surveiller les environnements de production et vous les aiderez à automatiser leur travail.
          



          Vous vous plongerez dans les nouvelles technologies et les méthodologies innovantes nécessaires pour fournir et améliorer en permanence une infrastructure de cloud sécurisée, complexe et à grande échelle.
          






Vos responsabilités :








          Construire et maintenir des outils pour s'assurer que la plateforme est sécurisée, fiable et performante aux niveaux SLA.
          



          Construire et maintenir des scripts d'infrastructure en tant que code, pour déployer et gérer une infrastructure de cloud complexe.
          



          Maintenir et améliorer leur pipeline CI/CD et le flux de livraison et gérer le déploiement des logiciels fournis par notre équipe de développement dans les différents environnements de production.
          



          Veiller à ce que les normes de sécurité les plus élevées soient maintenues et que les environnements de production soient protégés à tout moment.
          






Votre Profil :





Votre formation et vos qualifications :








          Diplôme d'ingénieur ou CS
          



          4+ ans d'expertise avec la gestion de la configuration de l'infrastructure et les outils d'orchestration, tels que Terraform, Pulumi, etc.
          



          Plus de 4 ans d'expérience avec les plateformes/outils CI/CD, par exemple GitHub, GitLab, Azure DevOps.
          



          Plus de 4 ans d'expérience dans la fourniture de solutions SaaS sécurisées et évolutives.
          



          Excellentes compétences en matière d'organisation et de gestion du temps, et capacité à travailler sur plusieurs projets en même temps.
          



          Connaissance du langage de programmation C#
          



          Connaissance et compréhension des meilleures pratiques requises pour maintenir les normes de sécurité et les certifications.
          





Points bonus :








          Expérience préalable de travail avec Jira, Confluence et Git-Hub
          



          Expérience de travail au sein d'une équipe internationale
          



          Expérience avec MS windows server
          









          Excellentes compétences en matière de travail en équipe et de communication en anglais
          



          Solides compétences en matière de résolution de problèmes
          



          Bonne attention aux détails
          



          Fiabilité
         








",PostedAujourd'hui,CDI,,https://www.indeed.com/rc/clk?jk=eaec222566a11b5e&fccid=eea4427d5e2ee907&vjs=3
Devops F/H,EDIFIXIO,Bezons (95)+ 1 lieu,"
Ce que vous allez faire 
Vous rejoindrez une équipe travaillant en mode DevSecOps. Cela signifie que notre rôle est à la fois de créer l'application (Dev), intégrant les enjeux de sécurité (Sec) mais aussi d'assurer sa stabilité, ses performances et son bon fonctionnement (Ops). 

Vos principales missions seront : 
Prendre en charge des projets d'infrastructure pour des clients internationaux 
Installer les environnements (Définition des prérequis, Installation des binaires, Configuration des plateformes, Gestion des intervenants système, réseau ou base de données, Stress tests, Tuning) ; 
Organiser l'exploitation et l'administration des plateformes (Maintenance, Livraisons, Incidents, Mises à jour, Gestion de l'hébergement, Industrialisation) avec les équipes off-shore ; 
Fournir un support de niveau 3 sur les activités des systèmes, du stockage, des applications et des bases de données ; 
Assurer la disponibilité de l'infrastructure avec des SLA très élevés ; 
Maîtriser les nouvelles offres Cloud et services associés (Azure, AWS EC2, etc.) ; 
Définir l'architecture de la plateforme (Dimensionnement, Sécurité, Composants applicatifs...) ; 
Définir, rédiger, mettre à jour et optimiser les procédures et documents administratifs ; 
Organiser le suivi des alertes et des éventuels incidents sur les différents environnements. 

Vos points forts 
Vous êtes curieux, vous aimez découvrir de nouveaux sujets. Pour vous, le plus important est de construire quelque chose et non le processus pour y arriver. Vous aimez que les discussions soient concrètes et aboutissent à des décisions claires. 
Confronté à un problème, vous l’analysez de manière logique. 
Quand vous expliquez quelque chose, vous vous adaptez à votre interlocuteur pour être sûr qu’il puisse vous comprendre. 

Compétences requises 

Azure Cloud Platforms (IaaS, PaaS) 

OS administration: Windows, Linux 
CI / CD: Github, VSTS 
Déploiement et configuration : ARM, Chef, Ansible, Puppet 
Scripting: PowerShell, Bash, Python 
Monitoring and Log Management (ELK) 
Databases: MongoDB, Oracle, MySQL, SQL SERVER ... 
WebService: LAMP Stack, Haproxy, Nginx ... 
Vous êtes capable de tenir une conversation en anglais (même si ce n’est pas fluide). 


Ce que vous ferez après 
En fonction de vos capacités et de vos envies, vous évoluerez ensuite vers un profil Azure Architecte.



Vos points forts 
Vous êtes curieux, vous aimez découvrir de nouveaux sujets. Pour vous, le plus important est de construire quelque chose et non le processus pour y arriver. Vous aimez que les discussions soient concrètes et aboutissent à des décisions claires. 
Confronté à un problème, vous l’analysez de manière logique. 
Quand vous expliquez quelque chose, vous vous adaptez à votre interlocuteur pour être sûr qu’il puisse vous comprendre. 

Compétences requises 
Azure Cloud Platforms (IaaS, PaaS)  OS administration: Windows, Linux  CI / CD: Github, VSTS  Déploiement et configuration : ARM, Chef, Ansible, Puppet  Scripting: PowerShell, Bash, Python  Monitoring and Log Management (ELK)  Databases: MongoDB, Oracle, MySQL, SQL SERVER ...  WebService: LAMP Stack, Haproxy, Nginx ... 
Vous êtes capable de tenir une conversation en anglais (même si ce n’est pas fluide).



Nous sommes une société spécialisée en conseil technologique et en intégration de systèmes. Nous travaillons en partenariat avec plusieurs grands acteurs (IBM, Amazon Web Services, Oracle, Salesforce.com …) mais nous utilisons aussi beaucoup de briques Open Source. Nous sommes situés en France (Levallois, Grenoble, Lyon, Nantes), aux USA (Boston) en Inde (Calcutta, Bangalore) et en Tunisie (Tunis). 
Nous travaillons avec des clients grands comptes dans divers domaines tels quel : industrie, luxe, grande distribution et distribution spécialisée. 
Nous sommes en partenariat avec les acteurs majeurs du marché comme Salesforce, Amazon, IBM, Azure,..
",PostedAujourd'hui,,,https://www.indeed.com/rc/clk?jk=c75f40ed2d6bf231&fccid=6f60eba07c334eb5&vjs=3
Ingénieur Syst / Devops F/H,SKAPANE SAS,Lille (59),"
Description 

Interventions sur une PF de production de > 100 machines 
Plateformes web / SaaS / IA 
Suivi de production, Maintien en conditions opérationnelles 
Capacity planning, anticipation des besoins 
Suivi de déploiement d’infra et/ou applications 
Intégration dans un environnement DevOps 

Activités principales 

Assurer la production des applications en mode SaaS & environnement IA 
Superviser/monitorer les applications 
Assurer le maintien en conditions opérationnelles (qualité, sécurité fiabilité, couts, délais) 
Assurer les interventions correctives ou de maintenance 
Gérer le parc hardware & les stocks pièces de rechange 
Mettre en place les outils et méthodes nécessaire à l’application d’une méthode DevOps




Compétences 

Maitrise de l’administration Linux 
Connaissance des approches Container/ Docker / Kubernetes 
Connaissance des outils & méthodes industriels de déploiement (i.e. Ansible ) 
Compréhension de DevOps 
Connaissances appliquées en réseau 

Qualités personnelles 

Rigueur 
Sens du service 
Esprit d’équipe




A propos de Skapánê 
Lancée en 2015, Skapánê propose des services orientés sur les nouvelles technologies de l’Intelligence Artificielle et du Big Data. Dès sa création, elle a rejoint le pôle d’Excellence EuraTechnologies situé à Lille. Elle base sa valeur ajoutée sur sa maîtrise des algorithmes de Machine Learning développés dans des contextes exigeants en termes de résultats et de temps de traitements. Evoluant dans un contexte de nouvelles technologies, l’innovation occupe une place centrale dans le quotidien de Skapánê. 
Skapánê propose une solution en mode SaaS d'automatisation intelligente des processus métiers, IPA by Skapánê. Elle intègre des briques fonctionnelles de traitement automatisé de dossiers, de LAD/RAD et de modules de fraude. 
Ayant à cœur la sécurité des données, elle dispose de son propre Cloud privé hébergé en France et opéré par ses propres équipes.
",PostedOffre publiée il y a 2 jour,,,https://www.indeed.com/rc/clk?jk=c16e2665be52a1ac&fccid=19af679639a405f9&vjs=3
Ingénieur/e DevOps Cloud F/H,ALTER SOLUTIONS FRANCE,Télétravail à Paris 1er (75),"
Vous intégrerez, au sein de notre pôle Technologies & Software Delivery, une team d’experts sur la construction d’infrastructures robustes, scalables et sécurisées. 
Cette équipe est en charge de mettre en place des usines logicielles pour nos clients. Vous serez amené à travailler sur les outils suivantes : 
Design et automatisation d’un cluster Kubernetes 
Sécurisation de clusters pour des applications internes et exposées 
Supervision des services Kubernetes et des applications 
Mise en place de clusters dans les différents mondes (EKS, GKE, On Premise) 
Isolation des applications les unes des autres 
Mise en place de clusters de conteneurs sur les cloud provider AWS et/ou AZURE 
Management et centralisation des logs 
Gestion de différents repository 
Mise en place des normes de versionning des images 
Réalisation de la documentation



Qualifications 

Quel profil pour ce poste : 

Vous êtes issu(e) d’une formation Bac+5 (École d’ingénieur, Université ou équivalent …) en informatique avec une spécialisation en infrastructure / Cloud idéalement 
Vous justifiez d’une expérience significative d’au moins 3 ans au sein d’une équipe DevOps ou sur des phases de déploiement dans des contextes cloud 
Vous êtes un bon communiquant et disposez de capacités d’analyse et de synthèse éprouvées 
Vous accordez de l’importance (et du temps) à la veille 

Quelles compétences/connaissances pour ce poste : 

Expertise avérée sur la création d’images docker et sur le design et l’automatisation de cluster Kubernetes 
Expertise en sécurisation de clusters Kubernetes 
Expertise en management et centralisation des logs 
Bonnes connaissances des principaux cloud providers de marché (notamment AWS et Azure) 

Si vous souhaitez relever de nouveaux défis et même si vous ne disposez pas de toutes ces compétences, n’hésitez pas à postuler. Nous nous engageons à être très réactif dans la gestion des candidatures. 

Informations complémentaires 

Au-delà de vos expertises et compétences, nous recrutons aussi des personnalités, qui vont participer au développement d’ALTER SOLUTIONS. 
Chez ALTER SOLUTIONS, vous pourrez être sollicités pour : 
Intervenir sur des phases de recrutement 
Participer à des projets de R&D et veille 
Rédiger des articles techniques et de publications diverses 
Participer à des phases d’avant-vente 
Animer des formations en interne 
Participer à nos évènements mensuels d’Alter Campus, rendez-vous techniques de partages et d’échanges 
Représenter ALTER SOLUTIONS dans le cadre d’évènements (Devoxx, Hackathon, Cloud Expo Europe… 
Notre processus de recrutement se décompose ainsi : 
Un premier entretien à distance 
Test technique 
Rencontre avec un Directeur Opérationnel et un Consultant Sénior 
Si tout se passe bien, contractualisation RH 
Informations complémentaires 
Contrat : CDI 
Temps de travail : Temps plein 
Rémunération : à partir de 40 k€ 
Avantages 
Primes vacances 
Remboursement 50% Pass Navigo / Prime « vélo » 
Tickets restaurant (Carte Sodexo) 
Politique de cooptation 
Compte Epargne Temps 
Comité d’Entreprise 
Mutuelle de qualité 
Formation annuelle 
Début : ASAP 
Localisation : IDF 
Télétravail : envisageable en fonction des contraintes des projets 

If you applied for this position the Controller of your personal will be ALTER SOLUTIONS France, with its registered office at 6 avenue du Général de Gaulle 78000 Versailles. The personal data provided by you will be processed for the purpose of the recruitment process and for future recruitment processes. 
You have the right to access the content of your data, request their rectification, erasure, restriction of processing, the right to data portability, the right to object to the processing of your data and the right to lodge a complaint to the DPO (privacy@alter-solutions.com).



ALTER SOLUTIONS est une société de conseil et d’expertise en technologies créée en 2006. Notre vocation est d’accompagner nos clients sur leurs enjeux de transformation numérique. Notre offre s’articule autour des expertises suivantes : 

Software Delivery 
Infrastructure & Cloud Computing 
Agile IT Performance 
Business Performance 

Nous sommes un groupe international implanté dans plus d’une dizaine de pays et comptant plus de 750 collaborateurs. 
Notre succès passant par le développement et l’épanouissement de chaque collaborateur, nous attachons beaucoup d’importance à offrir les meilleures conditions de travail possibles : 

Télétravail disponible sur une grande partie de nos missions 
Un environnement de travail en Flex Office disponible pour tous et tout le temps pour favoriser la communication et la collaboration 
Des communautés d’experts pour partager et diffuser les compétences au sein du groupe 
Un encadrement projet et un suivi RH de proximité 
Des formations et certifications proposées annuellement 
Une valorisation des parcours d’expertise de nos consultants 
Une ouverture forte sur la mobilité internationale ponctuelle ou de longue durée 
Des possibilités d’intrapreneuriat

",PostedAujourd'hui,CDI +1,,https://www.indeed.com/rc/clk?jk=e5a7b2ff8d95332d&fccid=7ff88faa4d56dc4d&vjs=3
DevOps / Cloud AWS,Sept Lieues,Paris (75),"L'ENTREPRISE
Rejoignez un grand groupe spécialisé dans l'e-commerce et acteur majeur de la consommation en France !
Remote friendly : 2 jours de présence toutes les deux semaines + 1 mois de télétravail depuis l'étranger chaque année.Package : Fixe + 2K de variable + Prime d'intéressement et de participation (2 mois de salaire)
LE POSTE / LES MISSIONS
Intégrez une équipe de 18 DevOps et gérez l'ensemble des plateformes pour assurer le bon fonctionnement du site e-commerce (fort traffic).
Utilisiez les services d'AWS pour aider les développeur à avoir une plateforme performante et adaptée à leurs besoins.Pour cela :- Définir, mettre en place et maintenir l'ensemble des infrastructures- Etre force de proposition pour faire évoluer les méthodes et outils et ainsi imaginez la future architecture de la plateforme
Travaillez avec les différentes équipes qui sont responsables des 600 microservices hébergés sur Kubernetes.
PROFIL RECHERCHÉ
DevOps junior ou confirmé vous avez une première expérience significative sur les différents services d'AWS.Vous avez une réelle appétence pour l'automatisation et aimez promouvoir les bonne pratiques DevOps.
Curieux et ouvert d'esprit, vous aimez faire de la veille technologique et tout connaitre sur les outils DevOps !
Type d'emploi : Temps plein, CDI
Salaire : 55 000,00€ à 65 000,00€ par an
Avantages :

Horaires flexibles
Participation au Transport
RTT
Titre-restaurant
Travail à domicile

Programmation :

Du Lundi au Vendredi
Horaires aménageables

Types de primes et de gratifications :

Primes
",EmployerDernière activité : il y a 2 jours,De 55 000 € à 65 000 € par anCDI +1Horaires aménageables +1,De 55 000 € à 65 000 € par an,https://www.indeed.com/company/SEPT-LIEUES/jobs/Devops-342cc932af7fc6f6?fccid=d98bfa22633409bb&vjs=3
