job_title,company,location,job_summary,post_date,more_info,salary,job_url
Junior DevOps,"Kyndryl España, S.A.","Madrid, Madrid provincia","
Why Kyndryl
.
Your Role and Responsibilities We are looking for a
  Junior Devops Engineer to work in Kyndryl.
  You will be part of a team dedicated to containers and other emerging technologies.
  They are in charge of build and run containers platforms and build and run applications as containers.
  The environment is managed in a totally 
 automated approach, following Infrastructure as Code paradigm, and applying DevOps and Agile methodologies.

It is not necessary to have experience as a Devops but it is valuable that you have studied or have knowledge in this field.
 
Required Technical and Professional Expertise

 We are looking candidates with background in Linux systems who wants to develop his or her professional career in a large company with very powerful projects and a team of professionals who will accompany him or her in his or her growth. 
Knowledge in Kubernetes flabours and automation tools (version control & configuration management) will be valued. 
Knowledge in Docker containers. 
Knowledge in lifecycle management tools (git, jenkins..).

Preferred Technical and Professional Experience

 Knowledge in infrastructure as code and Software Defined Environments (Ansible, Terraform…).

Required Education
Technical Diploma
Preferred Education
Bachelor's Degree
Being You @ Kyndryl
Kyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
Other things to know
For additional information about location requirements, please discuss with the recruiter following submission of your application.
Primary Job Category
Technical Specialist
Role (Job Role)
DevOps Engineer
Employment Type
Full-Time
Contract Type
Regular
Position Type
Professional
Travel Required
No Travel
Company
(Y064) Kyndryl España, S.A.
Is this role a commissionable / sales incentive based position
No
",Postedhace 30+ días,Jornada completa,,https://www.indeed.com/rc/clk?jk=1fbd224cec0986d5&fccid=dd616958bd9ddc12&vjs=3
DevOps Intern,One Beyond,"Madrid, Madrid provincia","

DevOps Intern 


We are looking for you! 


If you are looking to start your career in the Software industry, within an international and innovative team, this is the place for you! 


We are looking for DevOps Interns to join our team in order to learn and put into practice what they have learned during their studies, being part of a software company and collaborating on various international projects from different industries. 




Who we are 


One Beyond is a leading UK-headquartered software house, developing bespoke operational software, as well as SaaS solutions. The team consistently delivers across all industries including established businesses and start-ups. 


The company works with many well-known household names and has over two decades of successful projects. The award-winning company is growing rapidly and is recognized as the top UK software house based on client reviews and industry recognition. 


Besides our established UK offices, we have a strong presence in Spain, as well as offices in Romania, Hungary and more coming soon! 





What You’ll Do 





Support managing the production infrastructure in the AWS/Azure/Google cloud for high availability and high load sites, working closely with the entire team in order to obtain the best guidance. 
Understand how to deploy, automate, maintain and manage AWS/Azure/Google cloud-based production systems to obtain availability, performance, scalability and security of production systems. 
Assist in the build, release and configuration management of production systems. 






Develop a feeling for system troubleshooting and problem resolution in the platform and application domains. 
CI/CD based on AWS, Azure or Google Cloud. 
Participate in requirements analysis and capacity sizing of solutions. 


Location


 At One Beyond Spain we have a Remote first culture, but you can also work from our WeWork offices located in Madrid center.


 What do our former interns have to say about their first experiences in the software world with us? 


Adrian: “For me, One Beyond has been one of the first contacts with the working world. This company has allowed me to meet a multitude of profiles that have made me grow both personally and professionally while making me feel at home since the first moment. Since I joined this company I have experienced a wide variety of situations from a merger to working hand in hand with international clients. Every day is an adventure.” 




Hamsa: “I started in this company as an intern, they treated me quite well, I have applied all my knowledge that I learned at university and this is where they have been teaching me about the latest technologies. They have given me recognition and now I am part of a great team that makes me feel comfortable working with them."" 




This is just a part of our amazing team! Apply now and you will have the opportunity to learn more about us. 










Experience and Skills 


You may be a good fit if you... 





Are ideally undergoing a vocational training (FP in Spain) in Computer Systems and Network Administration, Web/Multiplatform Application Development or a similar field. Keep in mind, the internship is rather DevOps than software development orientated 






Feel comfortable speaking English (Provable minimum B2) as we work with international clients 
Have the ability to perform shell scripts 
Have basic virtualisation knowledge (Docker or VMware/similar) 
Have networking skills (HTTP, TCP/IP, subnet management) 
Want to learn about Agile/Scrum principles 






Are excited about the challenges of a fast-paced, innovative software and international environment 





Also, it would be great if you are... 



Passionate for technology 
Curious about continuous Integration/Deployment 






Looking forward to knowing more about platform monitoring (CPU, memory, alerts, etc) 
Familiar with the cloud (Azure, AWS, etc) 
Able to work with asynchronous communication with remote and international teams 
Always seeking continuous improvement 
Interested in cybersecurity 






Ideally able to present us personal projects related to DevOps if you already mastered some




",EmployerActivo hace 8 días,Media jornada +1,,https://www.indeed.com/rc/clk?jk=39d0bae079231894&fccid=d2af61ba62f20102&vjs=3
DevOps,Hopla Software,"Teletrabajo in Madrid, Madrid provincia","
HOPLA! Software, empresa líder en servicios informáticos sobre tecnologías OpenSource, ofrece un puesto de DevOps.
 
¡Desde HOPLA! Software ayudamos a las empresas en sus proyectos de transformación digital a través de la modernización de sus aplicaciones e infraestructuras de código abierto, tanto on-premise como en la nube. Nuestro enfoque es crear valor a través de soluciones de negocio innovadoras junto con una red de partners tecnológicos de primer nivel.
 Actualmente buscamos reforzar incorporando un DevOps, para trabajar en un proyecto estable.
 Perfil Buscado


 Experiencia de mínimo 4 años con Python.
Experiencia con PHP.
Experiencia con Bash.
Experiencia con Perl.
Experiencia UC 4 Automic.
Experiencia con Automatizaciones.
Inglés ALTO.

 FUNCIONES


 Despliegue automatizado de aplicaciones.
Herramientas de gestión automática del ciclo de vida del desarrollo de aplicaciones.
Herramientas de automatización..
Herramientas de monitorización y logging.
Gestión de aplicaciones.

 ¿QUÉ OFRECEMOS?
 Incorporación en una compañía dinámica del sector IT, en fase de crecimiento con proyectos punteros a nivel tecnológico tanto a nivel interno como con clientes

 Teletrabajo 100%.
Contratación indefinida.
Seguro médico.
Excelente clima laboral.
Posición estable y con recorrido profesional.




Experiencia de mínimo 4 años Python.
Experiencia con PHP.
Experiencia con Bash.
Inglés ALTO.
",Postedhace 30+ días,Contrato indefinido,,https://www.indeed.com/rc/clk?jk=54cb04066cad28ce&fccid=e512e7ba53a46803&vjs=3
DevOps Engineer,Deloitte,"Madrid, Madrid provincia","Deloitte, como Firma líder en la prestación de servicios profesionales en España y a nivel mundial te ofrece la oportunidad de participar en proyectos vanguardistas en empresas líderes. Actualmente, precisamos incorporar DevOps Engineer para integrarse en sus oficinas de Madrid, Barcelona o Bilbao de manera indefinida. 

 ¿ Quieres desarrollar tu carrera profesional allí donde hacemos realidad las ideaciones de nuestros clientes mediante el uso de las tecnologías más disruptivas y avanzadas del mercado? ¿Te encanta afrontar nuevos retos tecnológicos y liderar la transformación digital de nuestros clientes? ¿Buscas un ecosistema con proyectos nacionales e internacionales? En el equipo de Specialized Technology Engineering de Deloitte contamos con un grupo de profesionales que se enfrentan constantemente al reto de aplicar tecnologías especializadas de última generación ayudando a nuestros clientes en sus procesos de constante transformación digital. Nuestros profesionales en continua formación, disponen de amplios conocimientos en tecnología del ámbito Cloud, Inteligencia Artificial, el mundo del Dato, Ominicanalidad, Realidad Digital, entre otras. Nuestras metodologías de trabajo ágiles nos permiten, junto a avanzadas herramientas y los aceleradores de desarrollo más punteros del mercado, poner soluciones en manos de nuestros clientes en un tiempo récord . 

 ¿Qué buscamos? 

 Experiencia profesional mínimo entre 1-3 años en proyectos con DevOps 


Funciones: R ealizar evaluaciones de DevOps para determinar el grado de madurez de la organización, mejorar los procesos de DevOps e implantar las herramientas más adecuadas. Realizar pruebas con distintas herramientas o formar parte de un centro de excelencia de DevOps que ayude a las organizaciones a aplicar esta cultura de la mejor forma posible. Realizamos proyectos de DevOps muy diversos e interesantes en los que intentamos utilizar e implantar las herramientas más innovadoras”. 


Stack Tecnológico : Conocimiento de algunas herramientas y tecnologías que puedan utilizarse ( Jenkins, SonarQube, Git, Azure DevOps, Terraform, Bitbucket, Chef, Ansible, Checkmarx,...) y ganas de seguir aprendiendo 


Formación: Ingenierías/Grados Ingeniería Informática, Telecomunicaciones o similares. 

 Nivel de inglés Alto 

 Orientación a resultados, capacidad analítica y de espíritu de equipo. 

 ¿Qué ofrecemos? 



Formar parte de un equipo multicultural con los profesionales más cualificados, que te acompañarán y guiarán en tu día a día.
Trabajar en proyectos tecnológicamente punteros y altamente desafiantes para clientes líderes en sus sectores.
Disponer de un plan formativo a tu medida que te permita seguir desarrollándote tanto personal como profesionalmente con nosotros.
Contar con un seguimiento personalizado de tu carrera, con revisiones de rendimiento periódicas acompañadas de revisiones salariales
Acceder a los numerosos beneficios sociales que ofrecemos, tales como seguro de vida y accidentes, subvención del seguro médico para ti y para tu familia, descuentos en gimnasios, ventajas fiscales en Ticket Restaurant, Guardería y Transporte y mucho más.
Generar impacto social y medioambiental , participando en las iniciativas organizadas por nuestra área de Responsabilidad Social Corporativa.
Participar en actividades y eventos extra laborales (campeonatos de eGames, concursos, afterworks…) que fomentan un gran ambiente de trabajo y que consideramos nuestro mayor logro.
 Forma parte de Deloitte, una compañía multidisciplinar en la que desarrollarás todo tu talento. What impact will you make? 

 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law. 


Población:
 Madrid 


Tipo de Puesto:
 Profesionales Con Experiencia 


Línea de Servicio:
 Consultoría 


Req Id:
 27382",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=e765207258b5d52b&fccid=9e215d88a6b33622&vjs=3
DEVOPS - MICROSOFT,Rawson BPO,"Teletrabajo in Madrid, Madrid provincia","


   Lugar de trabajo: Madrid
  



   En 
   Rawson BPO seleccionamos: 
   

Un perfil DevOps con tecnologías de Microsoft. 

 Para una importante oferta laboral del sector IT en 
   Madrid

 Se requiere: 
   

TFS/DevOps y Agile (MsBuild).AzureDevOps. 
Experiencia en gestión de dependencias con NUGET.
Jenkins, Nexus y repositorios GIT 
Flujo de trabajo Git Flow 
Desarrollo de pipelines de Jenkins 
Docker, Kubernetes, ... 
Conocimiento avanzado de las metodologías de Entrega Continua e Implementación Continua 
Experiencia 5 años.. 


 Si quieres conocer más detalles, ¡Inscríbete en la oferta y nos pondremos en contacto contigo!
  

",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=ccbf98d5e320d6de&fccid=207fe9d39378b2c7&vjs=3
Administrador/a de sistemas DevOps,CAF,"Getafe, Madrid provincia","
Orbital Critical Systems, filial del Grupo CAF, proveedor de referencia en el desarrollo de sistemas críticos en los sectores aeroespacial, defensa y Transporte, así como en el ciclo completo de diseño, desarrollo, verificación, validación, certificación y mantenimiento de Hardware, software e integración de sistemas, se encuentra en la búsqueda de un Administrador de sistemas DevOps para uno de nuestros clientes mas importantes situado en la sede de Getafe.
 Requisitos:

Sistemas operativos Windows, Linux y Unix.
Redes.
Docker.
Experiencia en configuración, instalación y administración de un amplio rango de servicios (control de configuración, bases de datos, gestores documentales, etc.). Contenerización. Proxificación

 Requisitos valorables:

Conocimientos en Ciberseguridad

 ¿Qué ofrecemos?

 ¡Somos flexibles! Tenemos horario flexible y jornada intensiva los meses de verano.
Salario Competitivo. La retribución salarial concreta se basará proporcionalmente a la experiencia especifica aportada por los candidatos.
Oportunidad de poder crecer profesionalmente en una compañía líder en su sector.
Plan de formación diseñado e impartido por profesionales expertos que abarca tanto competencias del área técnica como el desarrollo de habilidades personales y de gestión


Vacaciones 23 días de libre elección + 12 Orbital Free Day (Retribuidas) haciendo un total de 35 días de vacaciones.
Plan de Retribución Flexible que te permite optimizar tus ingresos
Promovemos la igualdad de oportunidades en la contratación y somos una compañía comprometida con la inclusión y la diversidad.

 ¿A qué suena bien? No lo dudes, si tienes ganas de crecer con nosotros, ¡envíanos tu CV!
",Postedhace 30+ días,Jornada completa,,https://www.indeed.com/rc/clk?jk=763d5236d18a681a&fccid=94dfb4036a2249cf&vjs=3
DEVOPS ENGINEER. REMOTE,Duonet,"28040 Madrid, Madrid provincia","
Descripción
 ¿Atrapado en un trabajo desmotivador? ¿En busca de un mayor desarrollo profesional? En Duonet nos hemos propuesto ofrecerte los mejores retos profesionales del mercado. Somos una compañía nacida en 2005 y, desde entonces, nuestros equipos ayudan a la adaptación tecnológica de nuestros clientes desde nuestras oficinas en Madrid, Oviedo y México DF.
 Estamos presentes en compañías que están liderando la revolución ágil en sus industrias y sectores aportando el mejor talento para sus filas.
 Los profesionales que conforman nuestra plantilla se aprovechan de horarios flexibles, seguros, y beneficios sociales como el cheque gourmet. Además, el enfoque de Duonet hacia la formación y proyección personal del equipo es uno de los principales valores de la empresa, ofreciendo la posibilidad de tener una carrera profesional en importantes clientes de punteros sectores.

 En esta ocasiones estamos buscando DevOps para una empresa farmacéutica. Prestamos servicios informáticos (multi tecnología) para muchas de sus unidades de negocio a nivel internacional. Es un entorno de trabajo multicultural, con el inglés como idioma oficial de comunicación y donde estamos colaborando participando en el desarrollo de proyectos con las últimas novedades tecnológicas.

 1) DevOps Engineer para Test Automation.

Conocimiento de Devops:
Jenkins, Sharedlibraries
Nexus
Construcción automática
Despliegues automáticos
Gestión de la calidad del código (SonarQube)
Conocimientos de Groovy, Java
Conocimientos de Docker/Kubernetes
Nivel Inglés B2 o superior ( intermedio-alto )


 2) Senior DevOps Engineer para proyectos **buscamos cubrir 2 plazas
 Buscamos candidatos con larga trayectoria profesional (5años o +) alta experiencia desarrollando y sólido conocimientos DevOps.

Plataforma DevOps: Jenkins.
Plataforma cloud: Amazon Web Services.
Pipelines y groovy scripts.
Atlassian Stack (Bitbucket, Confluence y Jira).
SCMs (Git).
Docker (containers de aplicaciones).

 -Conocimientos UNIX - Linux.

Alto conocimientos de programación: Java / Python
Nivel Inglés B2 o superior ( intermedio-alto )


 3) Junior DevOps Engineer para Operaciones
 Buscamos candidatos con conocimientos DevOps de al menos 2años

Plataforma DevOps: Jenkins.
Plataforma cloud: Amazon Web Services.
Pipelines y groovy scripts.
Atlassian Stack (Bitbucket, Confluence y Jira).
SCMs (Git).
Docker (containers de aplicaciones).

 -Conocimientos UNIX - Linux.

Conocimientos de programación: Java / Python
Nivel Inglés B2 o superior ( intermedio-alto )


 OFRECEMOS:


 Trabajo 100% REMOTE.
 Contrato Indefinido, posión estructutral.
 Salario en función de experiencia aportada.
 Incorporación en una empresa multinacional líder en su sector, pero con relación cercana y humana.
 Formación y certificaciones técnicas.
 Desarrollo profesional.


",Postedhace 30+ días,Contrato indefinido +2,,https://www.indeed.com/rc/clk?jk=4bab4761c56a3e47&fccid=daa198abcec7d1c9&vjs=3
DevOps Engineer (full remote / hybrid),Qustodio,"Barcelona, Barcelona provincia","
Job description 

Based in Barcelona, Qustodio is a fast-growing internet safety startup whose mission is to provide a safe digital experience for every child. Our top product is a multi-platform parental control solution that is used and loved by hundreds of thousands of families worldwide, and is one of the leading brands worldwide in the Digital Wellbeing category.


Qustodio is growing and we have some amazing challenges to face. From our Operation Team, we provide service to hundreds of thousand of users all around the world. We have an already well established and high performance platform that provides high availability and to our users. At this point of our evolution, we are looking to add a new member to our operations team that helps us to keep improving our platform and to keep improving pipelines and procedures.

Requirements 

What is our mission as a team?
 The platform team is aimed to keep evolving our infrastructure providing the technological infrastructure for bringing our customers the greatest experience. We are encourage to modernize our well established system to be more flexible, stand on high quality standards and help teams to bring features and improvements faster.

 So, if you: 

Have experience managing orchestrated environments like Kubernetes
 Knows about Helm charts and knows how to craft them
 Care about quality and like to get things done the right way
 Have a comprehensive knowledge on networking
 Feel the need of having ownership on challenges
 Have expertise with the AWS services ecosystem
 Are interested in making things agile: by understanding and applying automation


What can we offer you:

Great culture - friendly and emphasises both teamwork and fun.
 Our company is home to over 15 nationalities.
 Flexible working hours - and there are possibilities to work from home.
 Interesting challenges in a fast-growing technology company for you to grind your skills.
 Competitive salary range.
 Private health insurance.
 In-house training and team building events.
 A modern and fully equipped office headquarters in Barcelona city center,
 Daily fruit and beverages supply.
 Daily catering for lunch.
 23 days of holidays per year. Half day off on your b'day.
 Flexible benefits.



",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=a4f297d5a9a181e4&fccid=dc1a3a03fe55dce2&vjs=3
Devops Engineer,Alhambra & Asociados,Teletrabajo,"
DevOps Engineer
 Se necesita Ingeniero en Informática o similar para el diseño, implementación y mantenimiento de infraestructuras cloud y despliegue software.
 Estudios mínimos: Licenciado, diplomado o FP grado superior.
 Descripción del puesto:

Administración de sistemas e infraestructuras cloud.
Despliegue ágil de aplicaciones.

Tecnologías deseadas:

Sistemas operativos Linux (Valorable conocimientos en el ámbito Microsoft)
Google Cloud Platform (Valorable Azure y Amazon Web Services)
Dockers,
Kubernetes
CI/CD, Jenkins o similar
GitOps
Scripting
Seguridad
Monitorización (Prometheus, NetData, Grafana, NewRelic, SonarQube)
Fine Tuning SO

Fundamental:

Trabajo en equipo y compromiso con la empresa con clara orientación a objetivos.
Capacidad de percepción de necesidades y búsqueda de soluciones.

Otras consideraciones:

Bajo la dirección del responsable de proyecto y con la colaboración del equipo participará en la selección y desarrollo de proyectos nacionales e internacionales.
Ambiente de trabajo diferente y con horario flexible.
Teletrabajo 100%
Jornada completa
Honorarios: Segun valia


",Postedhace 30+ días,Jornada completa,,https://www.indeed.com/rc/clk?jk=459e3e8ba7002a55&fccid=477f09c09b6a6201&vjs=3
DevOps Junior,My Cloud Door,"Teletrabajo in Madrid, Madrid provincia","
DESCRIPCIÓN


 ¿Tienes experiencia como DevOps? ¿Has trabajado en entorno Cloud Azure? ¿te interesan nuevos retos tecnológicos? ¡¡te estamos buscando!!
 Quiénes somos
 MyCloudDoor somos una compañía multinacional, en pleno crecimiento, estamos especializados en Soluciones Cloud: desde servicios, adopciones hasta migraciones e implementaciones. Partner Gold de Microsoft centrados en la nube.
 Requisitos mínimos:

 Experiencia profesional de, al menos 1-2 años.
Experiencia en Azure, Terraform y AKS

 Valorable, aunque no indispensable:

 Inglés
AWS y EKS

 Condiciones económicas:

 Contrato indefinido directamente en nuestra plantilla.
Fijo: negociable a la experiencia demostrable de cada candidat@
Variable: negociable a la experiencia demostrable de cada candidat@
Compensación por teletrabajo 
Seguro médico (incluido seguro dental)
Horario: L-J 9-18:30 V hasta 14:30/15:00. Julio y agosto intensiva
Modalidad: híbrida a partir de septiembre 1 día a la semana oficinas cliente.

 Otros:

 Compañía joven, totalmente posicionada en el sector de Transformación Digital (últimas tecnologías).
Muy buen ambiente laboral
Plan de carrera definido.
Plan de formación: idiomas, técnico, formaciones técnicas internas
Vacaciones: 25 días laborables + 24 y 31 de diciembre
Tarde de tu cumpleaños libre

 Si te encaja, no lo pienses más e ínscribete :)


",Postedhace 30+ días,Jornada completa +1,,https://www.indeed.com/rc/clk?jk=4fa417292ce50362&fccid=543f98b3fdb58040&vjs=3
Técnico de Soporte Micro,NetCheck,"Fuencarral-Madrid, Madrid provincia","



NETCheck
NETCheck es una compañía especializada en consultoría y soluciones tecnológicas en entornos SAP, Microsoft, Open Source, Big Data, BI e Inteligencia Artificial.
A lo largo de 20 años, hemos desarrollado proyectos para más de 60 compañías en más de 15 países, incorporando en nuestros proyectos las mejores prácticas de negocio.
Somos Microsoft Partner desde 2013, con Certificaciones Gold en: DevOps, Data Platform, Application Development y Application Integration.
Desde 2003, somos Service Partner de SAP, con Certificado en ARIBA.


Descripción de la oferta


    ¿Cómo te imaginamos?
    
 En NETCheck nos encontramos en búsqueda de un Técnico de Soporte Micro, para uno de nuestros clientes Privados.
    
 ¿Qué te ofrecemos?
    


Incorporación a una compañía en en pleno proceso de crecimiento y expansión con grandes oportunidades en cuanto a proyectos y posibilidades de crecimiento personal.
Remuneración salarial acorde a tu experiencia.
Nómina a la carta, adapta tu nómina a tus necesidades: tickets restaurant, seguro médico, tickets guardería y/o tarjeta transporte.
Crecimiento profesional y personal, con un Plan de Carrera y de Formación personalizado.
Compañía que apuesta por el uso de las tecnologías más punteras.
Buen ambiente de trabajo y apoyo constante.

 - Lugar de trabajo: Semipresencial - Zona Norte
    
 Si crees que puedes ser tú la persona que estamos buscando para formar parte de la familia NETCheck, ¡Envíanos tu CV!
    
 Tenemos un ambiente inmejorable de trabajo, con un equipo de profesionales de primer nivel que, entre otras cosas, forman parte de una empresa que destaca por ser:
    


Joven y emprendedora.
Estar en pleno proceso de cambio.
Apostar por las personas.
Donde la información es transparente para todos.

 ¡No lo dudes y únete al equipo NETCheck!
   


Requisitos

    En NETCheck buscamos un Técnico de Soporte Micro para uno de nuestros clientes del ámbito privado. Se valorarán aquellas candidaturas que:
    
 Aporten experiencia en puesto similar, con el manejo y funciones relacionadas con:
    


Microsoft 365
Vmware
Citrix
Servidores DELL
Microinformática DELL





",Postedhace 2 días,Jornada completa +1,,https://www.indeed.com/rc/clk?jk=1dacbf5a8933d476&fccid=c9cce70d1513b7b7&vjs=3
PERFIL DEVOPS,Rawson BPO,"Madrid, Madrid provincia","


   Lugar de trabajo: Madrid
  



   En 
   Rawson BPO seleccionamos: 
   

Perfil DEVOPS 

 Para una importante oferta laboral del sector IT en 
   Madrid

 Se requiere: 
   

Más de 2 años de experiencia 
AWS, Terraform, Jenkins o concurse CI 
certificación activa de AWS 


 Si quieres conocer más detalles, ¡Inscríbete en la oferta y nos pondremos en contacto contigo!
  

",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=7740891b8500ae44&fccid=207fe9d39378b2c7&vjs=3
DevOps Engineer- Remote Work,Swivelt Sdn. Bhd.,"Madrid, Madrid provincia","Are you looking for the next professional opportunity, that will challenge you and advance your career? Join our team now!
Our client, Tickmill is looking to hire an experienced and hands-on DevOps Engineer to join our rapidly expanding business.
About Us
Tickmill is a global group of companies, offering trading services catered to the needs of the most sophisticated retail and institutional clients around the world. Our prime focus is on Futures, Options and CFDs on Forex, Stock Indices, Commodities and Bonds. We take pride in being one of the fastest-growing brokers in the world processing monthly more than $140 billion in trading volume.
We base our success not only on excellent customer support, transparency in communication and care, but also on our highly qualified employees, who strive to deliver excellence at all levels. In our turn, we keep our team members’ motivation at the heart of our strategy, striving to deliver excellent work conditions for everyone.
What the job looks like?
The DevOps Engineer will have the opportunity to:

Design, build, deploy and continuously operate highly available cloud-based systems through fully automated deployment processes.
Supports and maintains processes and infrastructure around it.
Ensures infrastructure, build/deployment systems and development environments follow the best security practices and guidelines.
Ensure the performance, quality, and responsiveness of applications and supporting services such as Consul, Vault, Prometheus, Grafana, etc.
Maintaining up to date application images and addressing common vulnerabilities and exposures in them.
Supporting Development teams with continuous integration/deployment and monitoring.

What will you need to be able to do the job?

Experience with Linux, Networking, PKI, Cloud native computing.
Scripting skills (bash/python/etc.), Git.
Experience with Infrastructure Automation and Continuous Integration/Deployment.
Awareness of DevOps and Agile principles.
Excellent teamwork and communication skills.
Strong problem-solving skills and attention to detail.
Excellent command of the English language.

It will be considered as a plus if you have: 

Any experience with Docker, Kubernetes, AWS, Terraform, Packer, Helm, Prometheus and Grafana.

By joining us, you can expect: 

A Unique Opportunity for a career in a global, fast-growing company.
Attractive remuneration package based on qualifications and experience (including 13th salary and Discretionary Bonuses to reward exceptional performance).
Opportunities to learn and grow through our “Employee Training & Development program”.
A great chance to focus on your Health and Wellness through a Free Gym membership (Sanctum Spa & Fitness @Limassol Marina) and Medical Insurance Cover, which includes Outpatient, Inpatient, and Dental Care.
Multiple events to bond with the team and the group through Quarterly/Semestrial Team Activities for all the Company.
Participation in our welfare investment and savings plan through your Provident Fund Scheme.
Working Hours 09:00-18:00 (1 hr. lunch break) from Monday – Friday (Following Limassol - Cyprus Time Zone).

Job Type: Full-time
Application Question(s):

Do you have experience with Linux, Networking, PKI, Cloud native computing?
Do you have experience with any of these; Docker, Kubernetes, AWS, Terraform, Packer, Helm, Prometheus and Grafana?

Experience:

 * Scripting skills (Bash/Python/etc.), Git.: 1 year (Required)
",EmployerActivo hace 25 días,Jornada completaDe lunes a viernes,,https://www.indeed.com/company/Swivelt-Sdn.-Bhd./jobs/Devops-engineer-9c13ae65f9faae6e?fccid=0e6b79df48eeef37&vjs=3
CP18 - Consultor DEVOPS,Ingefor,"28001 Madrid, Madrid provincia","
Descripción
 Buscamos en Madrid, CONSULTOR DEVOPS

 Conocimientos Necesarios:

 Conocimientos Avanzados de Sistemas Operativos - Imprescindible LINUX
 Conocimientos sobre Infraestructuras en Cloud
 Herramientas de Gestión de la Configuración o de Aprovisionamiento de infraestructura, como Ansible o Terraform.
 Conocimientos de Scripting: Bash, Python, etc...
 Sistemas de Control de Versiones distribuidos GIT
 Herramientas de Integración Contínua: Jenkins
 Herramientas de Construcción: Maven, Gradle, etc...
 Contenedores (Docker, cri-o, ...)


 Requisitos
 IMPRESCINDIBLE.-
 Nivel Experto en Ansible, Docker, Kubernetes y Terraform.

 Conocimientos deseables :

 Conocimientos de Redes: Redes Virtuales, segmentación y proxies inversos
 Herramientas de Monitorización y logging, como Prometheus, Grafana, ElasticSearch, Kibana.
 Plataformas de Contenedores: Kubernetes, Openshift
 Herramientas de análisis de calidad de código, seguridad y automatización de pruebas
 Capacidades de Desarrollo de Software


",Postedhace 30+ días,Jornada completa +2,,https://www.indeed.com/rc/clk?jk=3ebe01b6b17e8949&fccid=6612c8461dc2fa0f&vjs=3
DevSecOps Engineer – DevOps squad,Sanne,"Madrid, Madrid provincia","
Role summary:
 You will be a part of the Group DevOps Squad developing our modern applications and API platform to improve business process efficiencies; provide superior client digital services and support the scaling of our operational model. 
As a permanent member of our DevOps squad, your focus will be to help implement our Software & API Strategy by building out our cloud based modern API platform and architecture used for enterprise-wide integrations, along with developing internal and client-facing applications and assisting in providing a centralised data and analytics platform for downstream data analytics

 Key responsibilities:

 Working as part of a squad, delivering through agile methodologies;
 Continuous review and improvement of security in our SDLC: identify, classify, remediate known vulnerabilities and security weaknesses;
 Collaborate in the design and implementation of secure and well-tested scalable cloud infrastructure and CI/CD pipelines to roll out new environments, elements, features;
 Implement a tools driven and highly automated approach to deliver key security management processes by maximizing use of existing toolsets;
 Together with the team, make sure that all the required automation pipelines (e.g., CI/CD) are in place and managed;
 Develop procedures to automate security tasks which seamlessly integrate into code builds and deployments;
 Working in collaboration with customers, partners, and peers to identify requirements;
 Helping break down large problems into smaller iterative steps;
 Build out the modern API platform based on business requirements using agreed design patterns;
 Design, prototype, develop, test, and deploy applications on business requirements using agreed design patterns;
 Contribute to the continuous development and maturing of design patterns for others to follow;
 Pick the most appropriate tool, method, and design pattern to satisfy the requirement;
 Proactively improves things where you see issues;
 Document, support, manage and maintain the modern API platform built within your squad;
Assist and train team members in the use of cloud security tools and the resolution of security issues.




Skills / experience:
 Core 

Excellent communication and interpersonal skills;
 Strong problem-solving skills;
 Ability to plan, and manage your own work loads;
 Strong ability to train others within your squad;
 Familiar with agile methodologies and experience in working in that way;

 Technical 

At least 2 years of professional DevSecOps experience with AWS/Azure;
 In depth understanding of DevSecOps processes and tools;
 In depth knowledge on Monitoring / logging / tracing / alerting;
 Solid Infrastructure automation using Terraform;
 Proven Experience with configuration, management and securing of CI/CD pipeline (GitHub, Jenkins);
 Knowledge of AWS automation strategies and tools;
 Experience with the development, deployment, and automation of security solutions in an enterprise cloud based environment;
 Strong knowledge of technology and security topics including network and application security, infrastructure hardening, security baselines, web server, and database security;
 Knowledge of conducting security checks (static and dynamic code analysis, vulnerability analysis in applications and remediation of penetration tests findings with solid understanding of OWASP TOP 10 and security component analysis);
 Knowledge of securing APIs and micro-services;
 Proven experience in DevOps environments and maintaining security in CI/CD processes and overseeing security in the Software development lifecycle;
 Certifications in relevant areas;
 Exposure to Agile methodology for project delivery;
 Experience in working with a team who are DevOps oriented.

",Postedhace 1 día,Jornada completa,,https://www.indeed.com/rc/clk?jk=716f44d55290a656&fccid=02b4b2209ba6a444&vjs=3
